S2_S1	S3_S2	S4_S3	S5_S4	S6_S5	S7_S6	S8_S7
Picea_mature_1142	-0.0979096468382201	-0.0391006869718199	0.670891667142878	-0.144799359441966	0.230832767967863	1.48634894441937	0.280771932559961
Picea_mature_1886	0.53498059304147	0.493469749865363	2.54873532456705	-0.796891964353466	0.27223003071222	0.116148920023733	0.867895226624224
Picea_mature_1077	0.526302182327345	2.63640007657716	0.514114884843495	-2.06296802126364	0.707354599767505	-3.39708334994264	3.14937400945613
Picea_mature_3135	1.06637030573282	-0.707691344863496	-1.31659862624394	-0.188747324795563	4.46895598180139	-4.29422855629481	0.90587043726497
Picea_mature_126	-0.0629030562267573	-0.315642650833062	0.143904528200483	0.0163419296839822	2.39249280579188	-1.01410470495215	-1.26998143023353
Picea_mature_1255	-0.530241930368876	-1.11739938667593	0.987828770176658	0.433760287593872	-0.392108724030361	1.71389461790394	-0.702335557276701
Picea_mature_443	0.2217088177924	-5.01170545876426	0.887413750617208	-3.62777423780921	5.23496119086864	1.99772870553085	0.573659963709234
Picea_mature_2456	-0.761036719877191	-0.191333745628193	-0.89100420458907	-1.73555666007299	-0.56087884419047	3.43932184278412	0.889054123256479
Picea_mature_1226	-1.02787048206991	1.49710731305191	-0.471853470052553	-2.79855897325278	-0.238872443733998	1.21779970193246	1.94896158527672
Picea_mature_227	2.56874637436566	2.46102634010873	1.28013613403012	-2.03834494453607	-2.00522088554037	-1.98503616977839	-3.20902886332683
Picea_mature_1873	-0.473543790382933	0.0725249927703236	0	0	3.29078983833487	4.92677084996892	-0.451006423007063
Picea_mature_1710	-0.533425914953463	0.586987727154707	-0.0875616845641423	-1.43671127566279	-0.542970723989717	1.75970799765239	0.691091661341486
Picea_mature_3261	1.40817502293771	0.746775399812332	-1.27220106309996	-0.948133574862058	0.439617100937243	0.265343982672392	-0.513945147126121
Picea_mature_2221	0.145804581140592	0.0351756977050756	-0.102421714701299	-2.04635387367868	0.195246596342607	-0.473424356851035	3.09449785397784
Picea_mature_3068	0	0	-0.736063808921816	-4.19824987412032	0.647607916253119	3.85583534727578	3.85227512545009
Picea_mature_488	2.00972267728437	-3.33216949269743	-1.44916745071539	1.88130120479862	3.62978103135124	-6.82834570567285	-0.261910394032858
Picea_mature_1395	-1.61255445251106	1.07723414390485	2.14914017338475	-0.523835898932873	-0.354355567813215	3.20222889230324	-2.58183205593556
